"MpTak_v6.1"	"Name"	"product"	"MPGENES"	"annots"
"Mp7g11990"	""	""	""	"[K01633]: folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81];
[PTHR42844]: DIHYDRONEOPTERIN ALDOLASE 1-RELATED;
[PTHR42844:SF1]: DIHYDRONEOPTERIN ALDOLASE 1-RELATED;
[PF02152]: Dihydroneopterin aldolase"
"Mp7g12080"	"MpBK2A"	"BK channel"	"[MpBK2A]: BK channel"	"[K04936]: KCNMA1, KCA1.1; potassium large conductance calcium-activated channel subfamily M alpha member 1;
[KOG1420]: Ca2+-activated K+ channel Slowpoke, alpha subunit; [PT];
[PTHR10027]: CALCIUM-ACTIVATED POTASSIUM CHANNEL ALPHA CHAIN;
[PTHR10027:SF33]: POTASSIUM LARGE CONDUCTANCE CALCIUM-ACTIVATED CHANNEL, SUBFAMILY M, ALPHA MEMBER 1A;
[PF03493]: Calcium-activated BK potassium channel alpha subunit;
[PF00520]: Ion transport protein;
[PF07885]: Ion channel"
"Mp7g12090"	"MpDCL1b"	"miRNA biogenesis protein"	"[MpDCL1b]: miRNA biogenesis protein"	"[K11592]: DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-];
[KOG0701]: dsRNA-specific nuclease Dicer and related ribonucleases; [A];
[KOG0670]: U4/U6-associated splicing factor PRP4; C-term missing; [A];
[PTHR14950:SF44]: ENDORIBONUCLEASE DICER HOMOLOG 1;
[PTHR14950]: DICER-RELATED;
[PF00636]: Ribonuclease III domain;
[PF02170]: PAZ domain;
[PF00271]: Helicase conserved C-terminal domain;
[PF14709]: double strand RNA binding domain from DEAD END PROTEIN 1;
[PF03368]: Dicer dimerisation domain;
[PF04851]: Type III restriction enzyme, res subunit"
"Mp7g12110"	""	""	""	"[K02867]: RP-L11, MRPL11, rplK; large subunit ribosomal protein L11;
[KOG3257]: Mitochondrial/chloroplast ribosomal protein L11; [J];
[PTHR11661:SF10]: RIBOSOMAL PROTEIN L11;
[PTHR11661]: 60S RIBOSOMAL PROTEIN L12;
[PF03946]: Ribosomal protein L11, N-terminal domain;
[PF00298]: Ribosomal protein L11, RNA binding domain"
"Mp7g12120"	""	""	""	"[KOG4249]: Uncharacterized conserved protein; [S];
[PTHR12770]: RUS1 FAMILY PROTEIN C16ORF58;
[PTHR12770:SF29]: PROTEIN ROOT UVB SENSITIVE 4;
[PF04884]: Vitamin B6 photo-protection and homoeostasis"
"Mp7g12130"	""	""	""	"[KOG3269]: Predicted membrane protein; [S];
[PTHR13505]: TRANSMEMBRANE PROTEIN 208;
[PF05620]: SRP-independent targeting protein 2/TMEM208"
"Mp7g12140"	""	""	""	"[K14574]: SDO1, SBDS; ribosome maturation protein SDO1;
[KOG2917]: Predicted exosome subunit; [J];
[KOG2785]: C2H2-type Zn-finger protein; C-term missing; [R];
[PTHR10927]: RIBOSOME MATURATION PROTEIN SBDS;
[PTHR10927:SF3]: BNAANNG06530D PROTEIN;
[PF01172]: Shwachman-Bodian-Diamond syndrome (SBDS) protein;
[PF09377]: SBDS protein C-terminal domain"
"Mp7g12160"	"MpTrihelix39"	"transcription factor, Trihelix"	"[MpTrihelix39]: transcription factor, Trihelix"	"[KOG4282]: Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain; [K]"
"Mp7g12170"	""	""	""	"[K05399]: LBP; lipopolysaccharide-binding protein;
[KOG4160]: BPI/LBP/CETP family protein; [V];
[PTHR46801]: OS06G0309200 PROTEIN;
[PTHR46801:SF2]: OS06G0309200 PROTEIN;
[PF02886]: LBP / BPI / CETP family, C-terminal domain;
[PF01273]: LBP / BPI / CETP family, N-terminal domain"
"Mp7g12190"	""	""	""	"[K14006]: SEC23; protein transport protein SEC23;
[KOG1986]: Vesicle coat complex COPII, subunit SEC23; [U];
[PTHR11141]: PROTEIN TRANSPORT PROTEIN SEC23;
[PTHR11141:SF2]: PROTEIN TRANSPORT PROTEIN SEC23;
[PF00626]: Gelsolin repeat;
[PF04815]: Sec23/Sec24 helical domain;
[PF08033]: Sec23/Sec24 beta-sandwich domain;
[PF04810]: Sec23/Sec24 zinc finger;
[PF04811]: Sec23/Sec24 trunk domain"
"Mp7g12200"	""	""	""	"[PTHR36076]: THIOREDOXIN SUPERFAMILY PROTEIN"
"Mp7g12210"	""	""	""	"[K13154]: ZCRB1; U11/U12 small nuclear ribonucleoprotein 31 kDa protein;
[KOG0121]: Nuclear cap-binding protein complex, subunit CBP20 (RRM superfamily); N-term missing; C-term missing; [A];
[PTHR46259]: ZINC FINGER CCHC-TYPE AND RNA-BINDING MOTIF-CONTAINING PROTEIN 1;
[PTHR46259:SF1]: ZINC FINGER CCHC-TYPE AND RNA-BINDING MOTIF-CONTAINING PROTEIN 1;
[PF00076]: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);
[PF00098]: Zinc knuckle"
"Mp7g12220"	""	""	""	"[KOG4452]: Predicted membrane protein; [S];
[PTHR13636]: UNCHARACTERIZED;
[PF05251]: Oligosaccharyltransferase subunit 5"
"Mp7g12230"	""	""	""	"[K06287]: maf; septum formation protein;
[KOG1509]: Predicted nucleic acid-binding protein ASMTL; [D];
[PTHR43213:SF12]: MAF-LIKE PROTEIN;
[PTHR43213]: BIFUNCTIONAL DTTP/UTP PYROPHOSPHATASE/METHYLTRANSFERASE PROTEIN-RELATED;
[PF02545]: Maf-like protein"
"Mp7g12300"	""	""	""	"[PTHR46301]: F-BOX/KELCH-REPEAT PROTEIN;
[PF00646]: F-box domain"
"Mp7g12310"	""	""	""	"[PTHR31385:SF1]: PUTATIVE (DUF220)-RELATED;
[PTHR31385]: PUTATIVE (DUF220)-RELATED;
[PF02713]: Domain of unknown function DUF220"
"Mp7g12320"	"MpMATE2"	"organic acid biosynthesis and exudation"	"[MpMATE2]: organic acid biosynthesis and exudation"	"[K03327]: TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family;
[KOG1347]: Uncharacterized membrane protein, predicted efflux pump; [R];
[PTHR11206:SF374]: PROTEIN DETOXIFICATION 49;
[PTHR11206]: MULTIDRUG RESISTANCE PROTEIN;
[PF01554]: MatE"
"Mp7g12330"	""	""	""	"[PTHR35509:SF4];
[PTHR35509]: DOMAIN PROTEIN, PUTATIVE (DUF1995)-RELATED;
[PF09353]: Domain of unknown function (DUF1995)"
"Mp7g12340"	"MpC2H2-1"	"transcription factor, C2H2-ZnF"	"[MpC2H2-1]: transcription factor, C2H2-ZnF"	"[PTHR36055]: C2H2-LIKE ZINC FINGER PROTEIN;
[PTHR36055:SF1]: C2H2-LIKE ZINC FINGER PROTEIN"
"Mp7g12350"	""	""	""	"[K00962]: pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8];
[KOG1067]: Predicted RNA-binding polyribonucleotide nucleotidyltransferase; [R];
[PTHR11252]: POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE;
[PTHR11252:SF0]: POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE 1, MITOCHONDRIAL;
[PF03726]: Polyribonucleotide nucleotidyltransferase, RNA binding domain;
[PF00575]: S1 RNA binding domain;
[PF03725]: 3' exoribonuclease family, domain 2;
[PF00013]: KH domain;
[PF01138]: 3' exoribonuclease family, domain 1"
"Mp7g12360"	""	""	""	"[K12845]: SNU13, NHP2L; U4/U6 small nuclear ribonucleoprotein SNU13;
[KOG3387]: 60S ribosomal protein 15.5kD/SNU13, NHP2/L7A family (includes ribonuclease P subunit p38), involved in splicing; [AJ];
[PTHR23105:SF158]: NHP2-LIKE PROTEIN 1;
[PTHR23105]: RIBOSOMAL PROTEIN L7AE FAMILY MEMBER;
[PF01248]: Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"Mp7g12400"	""	""	""	"[K22683]: APF2; aspartyl protease family protein [EC:3.4.23.-];
[KOG1339]: Aspartyl protease; [O];
[PTHR13683:SF679]: ASPARTYL PROTEASE FAMILY PROTEIN 2;
[PTHR13683]: ASPARTYL PROTEASES;
[PF14543]: Xylanase inhibitor N-terminal;
[PF14541]: Xylanase inhibitor C-terminal"
"Mp7g12440"	""	""	""	"[PTHR26312:SF73]: TETRATRICOPEPTIDE REPEAT (TPR)-LIKE SUPERFAMILY PROTEIN;
[PTHR26312]: TETRATRICOPEPTIDE REPEAT PROTEIN 5"
"Mp7g12450"	""	""	""	"[KOG0752]: Mitochondrial solute carrier protein; [C];
[PTHR24089:SF716]: BRITTLE-1, CHLOROPLAST, PUTATIVE-RELATED;
[PTHR24089]: SOLUTE CARRIER FAMILY 25;
[PF00153]: Mitochondrial carrier protein"
"Mp7g12460"	""	""	""	"[PTHR47679]: PROTEIN TORNADO 1;
[PF08477]: Ras of Complex, Roc, domain of DAPkinase"
"Mp7g12470"	""	""	""	"[K13449]: PR1; pathogenesis-related protein 1;
[KOG3017]: Defense-related protein containing SCP domain; C-term missing; [S];
[PTHR10334]: CYSTEINE-RICH SECRETORY PROTEIN-RELATED;
[PTHR10334:SF470]: CAP (CYSTEINE-RICH SECRETORY PROTEINS, ANTIGEN 5, AND PATHOGENESIS-RELATED 1 PROTEIN) SUPERFAMILY PROTEIN;
[PF00188]: Cysteine-rich secretory protein family"
"Mp7g12480"	""	""	""	"[K02912]: RP-L32e, RPL32; large subunit ribosomal protein L32e;
[KOG0878]: 60S ribosomal protein L32; [J];
[PTHR23413:SF4];
[PTHR23413]: 60S RIBOSOMAL PROTEIN L32 AND DNA-DIRECTED RNA POLYMERASE II, SUBUNIT N;
[PF01655]: Ribosomal protein L32"
"Mp7g12490"	""	""	""	"[K02927]: RP-L40e, RPL40, UBA52; ubiquitin-large subunit ribosomal protein L40e;
[KOG0003]: Ubiquitin/60s ribosomal protein L40 fusion; [J];
[PTHR10666]: UBIQUITIN;
[PTHR10666:SF342]: UBIQUITIN-60S RIBOSOMAL PROTEIN L40;
[PF01020]: Ribosomal L40e family;
[PF00240]: Ubiquitin family"
"Mp7g12500"	""	""	""	"[K20131]: RABGEF1; Rab5 GDP/GTP exchange factor;
[KOG2319]: Vacuolar assembly/sorting protein VPS9; C-term missing; [U];
[PTHR23101:SF110]: BNAC09G47180D PROTEIN;
[PTHR23101]: RAB GDP/GTP EXCHANGE FACTOR;
[PF18151]: Domain of unknown function (DUF5601);
[PF02204]: Vacuolar sorting protein 9 (VPS9) domain"
"Mp7g12510"	""	""	""	"[KOG1187]: Serine/threonine protein kinase; [T];
[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); N-term missing; C-term missing; [T];
[PTHR48010]: OS05G0588300 PROTEIN;
[PTHR48010:SF59]: OS05G0480400 PROTEIN;
[PF07714]: Protein tyrosine and serine/threonine kinase"
"Mp7g12520"	""	""	""	"[PTHR30544:SF8]: RADICAL SAM SUPERFAMILY PROTEIN;
[PTHR30544]: 23S RRNA METHYLTRANSFERASE;
[PF13394]: 4Fe-4S single cluster domain;
[PF04055]: Radical SAM superfamily"
"Mp7g12530"	""	""	""	"[K20896]: TENA_E; formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase [EC:3.5.1.- 3.5.99.-];
[PTHR43198]: BIFUNCTIONAL TH2 PROTEIN;
[PTHR43198:SF5]: BIFUNCTIONAL TENA-E PROTEIN;
[PF03070]: TENA/THI-4/PQQC family"
"Mp7g12540"	""	""	""	"[KOG0111]: Cyclophilin-type peptidyl-prolyl cis-trans isomerase; C-term missing; [O];
[PTHR15241:SF297]: PEPTIDYL-PROLYL CIS-TRANS ISOMERASE E;
[PTHR15241]: TRANSFORMER-2-RELATED;
[PF00076]: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"Mp7g12550"	""	""	""	"[K12734]: PPIL3; peptidyl-prolyl cis-trans isomerase-like 3 [EC:5.2.1.8];
[KOG0884]: Similar to cyclophilin-type peptidyl-prolyl cis-trans isomerase; [O];
[PTHR45625]: PEPTIDYL-PROLYL CIS-TRANS ISOMERASE-RELATED;
[PTHR45625:SF2]: PEPTIDYL-PROLYL CIS-TRANS ISOMERASE-LIKE 3;
[PF00160]: Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD"
"Mp7g12570"	""	""	""	"[PTHR32208:SF90];
[PTHR32208]: SECRETED PROTEIN-RELATED;
[PF09118]: Domain of unknown function (DUF1929);
[PF07250]: Glyoxal oxidase N-terminus"
"Mp7g12590"	""	""	""	"[PTHR42920:SF5]: OS03G0707200 PROTEIN;
[PTHR42920]: OS03G0707200 PROTEIN-RELATED;
[PF00892]: EamA-like transporter family"
"Mp7g12600"	""	""	""	"[K05770]: TSPO, BZRP; translocator protein;
[KOG3797]: Peripheral-type benzodiazepine receptor and related proteins; N-term missing; [T];
[PTHR10057:SF16];
[PTHR10057]: PERIPHERAL-TYPE BENZODIAZEPINE RECEPTOR;
[PF03073]: TspO/MBR family"
"Mp7g12610"	""	""	""	"[K15382]: SLC50A, SWEET; solute carrier family 50 (sugar transporter);
[KOG1623]: Multitransmembrane protein; [R];
[PTHR10791:SF157]: BIDIRECTIONAL SUGAR TRANSPORTER SWEET;
[PTHR10791]: RAG1-ACTIVATING PROTEIN 1;
[PF03083]: Sugar efflux transporter for intercellular exchange"
"Mp7g12620"	""	""	""	"[K14684]: SLC25A23S; solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41;
[KOG0764]: Mitochondrial FAD carrier protein; [C];
[PTHR24089]: SOLUTE CARRIER FAMILY 25;
[PTHR24089:SF348]: ADENINE NUCLEOTIDE TRANSPORTER BT1, CHLOROPLASTIC/MITOCHONDRIAL;
[PF00153]: Mitochondrial carrier protein"
"Mp7g12630"	"MpGRAS2|MpDLP"	"transcription factor, GRAS;Transcription factor, GRAS"	"[MpGRAS2|MpDLP]: transcription factor, GRAS;Transcription factor, GRAS"	"[K14494]: DELLA; DELLA protein;
[PTHR31636:SF7]: OS05G0574900 PROTEIN;
[PTHR31636]: OSJNBA0084A10.13 PROTEIN-RELATED;
[PF03514]: GRAS domain family"
"Mp7g12640"	""	""	""	"[K22686]: NMA111; pro-apoptotic serine protease NMA111 [EC:3.4.21.-];
[KOG1421]: Predicted signaling-associated protein (contains a PDZ domain); [R];
[PTHR46366:SF2]: PROTEASE DO-LIKE 7;
[PTHR46366]: PRO-APOPTOTIC SERINE PROTEASE NMA111;
[PF17820]: PDZ domain;
[PF12812]: PDZ-like domain;
[PF13365]: Trypsin-like peptidase domain"
"Mp7g12650"	""	""	""	"[K01933]: purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1];
[KOG0237]: Glycinamide ribonucleotide synthetase (GARS)/Aminoimidazole ribonucleotide synthetase (AIRS); N-term missing; [F];
[PTHR10520]: TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3-RELATED;
[PTHR10520:SF14]: BNAA09G54810D PROTEIN;
[PF00586]: AIR synthase related protein, N-terminal domain;
[PF02769]: AIR synthase related protein, C-terminal domain"
"Mp7g12660"	""	""	""	"[K06941]: rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192];
[PTHR30544:SF5]: RADICAL SAM SUPERFAMILY PROTEIN;
[PTHR30544]: 23S RRNA METHYLTRANSFERASE;
[PF04055]: Radical SAM superfamily;
[PF13394]: 4Fe-4S single cluster domain"
"Mp7g12670"	"MpBMI1"	"Chromatin related protein"	"[MpBMI1]: Chromatin related protein"	"[K16277]: DRIP; E3 ubiquitin-protein ligase DRIP [EC:2.3.2.27];
[KOG2660]: Locus-specific chromosome binding proteins; C-term missing; [S];
[PTHR46293]: E3 UBIQUITIN PROTEIN LIGASE DRIP1;
[PTHR46293:SF1]: E3 UBIQUITIN PROTEIN LIGASE DRIP1;
[PF13923]: Zinc finger, C3HC4 type (RING finger)"
"Mp7g12690"	"MpHCT"	"Secondary metabolism enzyme"	"[MpHCT]: Secondary metabolism enzyme"	"[K13065]: E2.3.1.133, HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133];
[PTHR31642:SF251]: SHIKIMATE/QUINATE HYDROXYCINNAMOYLTRANSFERASE;
[PTHR31642]: TRICHOTHECENE 3-O-ACETYLTRANSFERASE;
[PF02458]: Transferase family"
"Mp7g12720"	""	""	""	"[K03652]: MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21];
[KOG4486]: 3-methyladenine DNA glycosylase; [L];
[PTHR10429]: DNA-3-METHYLADENINE GLYCOSYLASE;
[PF02245]: Methylpurine-DNA glycosylase (MPG)"
"Mp7g12730"	""	""	""	"[PTHR42915]: HYPOTHETICAL 460 KDA PROTEIN IN FEUA-SIGW INTERGENIC REGION [PRECURSOR];
[PF07075]: Protein of unknown function (DUF1343)"
"Mp7g12740"	""	""	""	"[KOG2517]: Ribulose kinase and related carbohydrate kinases; [G];
[PTHR43435]: RIBULOKINASE;
[PTHR43435:SF7];
[PF02782]: FGGY family of carbohydrate kinases, C-terminal domain;
[PF00370]: FGGY family of carbohydrate kinases, N-terminal domain"
"Mp7g12750"	""	""	""	"[KOG4627]: Kynurenine formamidase; C-term missing; [E];
[KOG1516]: Carboxylesterase and related proteins; C-term missing; [R];
[PTHR23024:SF424]: SI:DKEY-193C22.1;
[PTHR23024]: ARYLACETAMIDE DEACETYLASE;
[PF00135]: Carboxylesterase family"
"Mp7g12760"	""	""	""	"[K02977]: RP-S27Ae, RPS27A, UBA80; ubiquitin-small subunit ribosomal protein S27Ae;
[KOG0004]: Ubiquitin/40S ribosomal protein S27a fusion; [J];
[PTHR10666]: UBIQUITIN;
[PTHR10666:SF363]: UBIQUITIN-40S RIBOSOMAL PROTEIN S27A-1;
[PF00240]: Ubiquitin family;
[PF01599]: Ribosomal protein S27a"
"Mp7g12790"	""	""	""	"[PTHR42782]: SI:CH73-314G15.3;
[PTHR42782:SF4]: OS01G0214400 PROTEIN;
[PF04305]: Protein of unknown function (DUF455)"
"Mp7g12800"	"MpTRIHELIX7"	"transcription factor, Trihelix"	"[MpTRIHELIX7]: transcription factor, Trihelix"	""
"Mp7g12820"	""	""	""	"[KOG0161]: Myosin class II heavy chain; N-term missing; C-term missing; [Z]"
"Mp7g12840"	""	""	""	"[K10144]: RCHY1, PIRH2; RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27];
[KOG1940]: Zn-finger protein; [R];
[PTHR21319]: RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1;
[PTHR21319:SF53]: CHY-TYPE/CTCHY-TYPE/RING-TYPE ZINC FINGER PROTEIN;
[PF14599]: Zinc-ribbon;
[PF05495]: CHY zinc finger;
[PF00097]: Zinc finger, C3HC4 type (RING finger)"
"Mp7g12850"	"MpLEA-like56"	"Late-embryogenesis abundant protein"	"[MpLEA-like56]: Late-embryogenesis abundant protein"	"[PTHR31852]: LATE EMBRYOGENESIS ABUNDANT (LEA) HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY;
[PTHR31852:SF180]: PROTEIN, PUTATIVE-RELATED;
[PF03168]: Late embryogenesis abundant protein"
"Mp7g12870"	"MpACOS19"	"Acyl-CoA synthase, Secondary metabolism enzyme"	"[MpACOS19]: Acyl-CoA synthase, Secondary metabolism enzyme"	"[K18660]: ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-];
[KOG1176]: Acyl-CoA synthetase; [I];
[PTHR43201:SF20]: MALONATE--COA LIGASE-LIKE;
[PTHR43201]: ACYL-COA SYNTHETASE;
[PF00501]: AMP-binding enzyme;
[PF13193]: AMP-binding enzyme C-terminal domain"
"Mp7g12880"	""	""	""	"[K12591]: RRP6, EXOSC10; exosome complex exonuclease RRP6 [EC:3.1.13.-];
[KOG2206]: Exosome 3'-5' exoribonuclease complex, subunit PM/SCL-100 (Rrp6); C-term missing; [J];
[PTHR12124:SF47]: EXOSOME COMPONENT 10;
[PTHR12124]: POLYMYOSITIS/SCLERODERMA AUTOANTIGEN-RELATED;
[PF01612]: 3'-5' exonuclease;
[PF00570]: HRDC domain"
"Mp7g12890"	""	""	""	"[K13179]: DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13];
[KOG0342]: ATP-dependent RNA helicase pitchoune; [A];
[PTHR24031]: RNA HELICASE;
[PTHR24031:SF634]: ATP-DEPENDENT RNA HELICASE DDX18;
[PF13959]: Domain of unknown function (DUF4217);
[PF00270]: DEAD/DEAH box helicase;
[PF00271]: Helicase conserved C-terminal domain"
"Mp7g12900"	"MpPPR_8"	"Pentatricopeptide repeat proteins"	"[MpPPR_8]: Pentatricopeptide repeat proteins"	"[K17710]: PTCD1; pentatricopeptide repeat domain-containing protein 1;
[PTHR47931]: OS01G0228400 PROTEIN;
[PTHR47931:SF2]: OS01G0228400 PROTEIN;
[PF13041]: PPR repeat family;
[PF13812]: Pentatricopeptide repeat domain;
[PF12854]: PPR repeat;
[PF01535]: PPR repeat"
"Mp7g12910"	""	""	""	"[KOG4169]: 15-hydroxyprostaglandin dehydrogenase and related dehydrogenases; [IR];
[KOG1197]: Predicted quinone oxidoreductase; [CR];
[PTHR43677]: SHORT-CHAIN DEHYDROGENASE/REDUCTASE;
[PTHR43677:SF9]: BNAA08G02470D PROTEIN;
[PF00107]: Zinc-binding dehydrogenase;
[PF08240]: Alcohol dehydrogenase GroES-like domain;
[PF00106]: short chain dehydrogenase"
"Mp7g12920"	"MpGID1L3"	"putative class I carboxyesterase"	"[MpGID1L3]: putative class I carboxyesterase"	"[KOG1515]: Arylacetamide deacetylase; [V];
[PTHR23024:SF434]: ACETYL ESTERASE;
[PTHR23024]: ARYLACETAMIDE DEACETYLASE;
[PF07859]: alpha/beta hydrolase fold"
"Mp7g12930"	""	""	""	"[K00547]: mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10];
[KOG1579]: Homocysteine S-methyltransferase; [E];
[PTHR46015]: ZGC:172121;
[PTHR46015:SF4]: HOMOCYSTEINE S-METHYLTRANSFERASE 2;
[PTHR46015:SF7]: HOMOCYSTEINE S-METHYLTRANSFERASE 1;
[PF02574]: Homocysteine S-methyltransferase"
"Mp7g12940"	""	""	""	"[K16494]: PCDHB; protocadherin beta"
"Mp7g12950"	"MpCCS52"	"Cell cycle related protein"	"[MpCCS52]: Cell cycle related protein"	"[K03364]: CDH1; cell division cycle 20-like protein 1, cofactor of APC complex;
[KOG0305]: Anaphase promoting complex, Cdc20, Cdh1, and Ama1 subunits; [DO];
[PTHR19918]: CELL DIVISION CYCLE 20  CDC20   FIZZY -RELATED;
[PTHR19918:SF36]: PROTEIN FIZZY-RELATED 3;
[PF00400]: WD domain, G-beta repeat"
"Mp7g12970"	""	""	""	"[K17680]: PEO1; twinkle protein [EC:3.6.4.12];
[PTHR12873]: T7-LIKE MITOCHONDRIAL DNA HELICASE;
[PF13481]: AAA domain;
[PF13662]: Toprim domain"
"Mp7g12980"	""	""	""	"[K09646]: SCPEP1; serine carboxypeptidase 1 [EC:3.4.16.-];
[KOG1283]: Serine carboxypeptidases; [O];
[PTHR11802:SF345]: CARBOXYPEPTIDASE;
[PTHR11802]: SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE;
[PF00450]: Serine carboxypeptidase"
"Mp7g12990"	""	""	""	"[K00465]: CCD1; carotenoid 9,10(9',10')-cleavage dioxygenase 1 [EC:1.13.11.-];
[KOG1285]: Beta, beta-carotene 15,15'-dioxygenase and related enzymes; [Q];
[PTHR10543:SF109]: CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1;
[PTHR10543]: BETA-CAROTENE DIOXYGENASE;
[PF03055]: Retinal pigment epithelial membrane protein"
"Mp7g13010"	""	""	""	"[K11101]: PTCH2; patched 2;
[KOG1935]: Membrane protein Patched/PTCH; [T];
[PTHR46022]: PROTEIN PATCHED;
[PTHR46022:SF1]: PROTEIN PATCHED;
[PF02460]: Patched family"
"Mp7g13020"	""	""	""	"[PTHR13533]: N-ACETYLNEURAMINATE 9-O-ACETYLTRANSFERASE;
[PTHR13533:SF31]: EXPRESSED PROTEIN"
"Mp7g13030"	""	""	""	"[K11833]: USP2; ubiquitin carboxyl-terminal hydrolase 2 [EC:3.4.19.12];
[KOG1871]: Ubiquitin-specific protease; [O];
[PTHR21646]: UBIQUITIN CARBOXYL-TERMINAL HYDROLASE;
[PF00443]: Ubiquitin carboxyl-terminal hydrolase"
"Mp7g13040"	""	""	""	"[PTHR45642]: GDSL ESTERASE/LIPASE EXL3;
[PTHR45642:SF67]: GDSL-LIKE LIPASE/ACYLHYDROLASE FAMILY PROTEIN, EXPRESSED;
[PF00657]: GDSL-like Lipase/Acylhydrolase"
"Mp7g13050"	"MpARFA1"	"SAR/ARF GTPase"	"[MpARFA1]: SAR/ARF GTPase"	"[K07937]: ARF1_2; ADP-ribosylation factor 1/2;
[KOG0070]: GTP-binding ADP-ribosylation factor Arf1; [U];
[PTHR11711]: ADP RIBOSYLATION FACTOR-RELATED;
[PTHR11711:SF388]: ADP-RIBOSYLATION FACTOR 2-LIKE;
[PF00025]: ADP-ribosylation factor family"
"Mp7g13070"	"MpGH17.20"	"Cell wall related protein"	"[MpGH17.20]: Cell wall related protein"	"[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PTHR32227:SF320]: O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN;
[PF00332]: Glycosyl hydrolases family 17"
"Mp7g13080"	""	""	""	"[PTHR32227:SF320]: O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN;
[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PF00332]: Glycosyl hydrolases family 17"
"Mp7g13110"	""	""	""	"[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PTHR32227:SF320]: O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN;
[PF00332]: Glycosyl hydrolases family 17"
"Mp7g13130"	"MpGH17.21"	"Cell wall related protein"	"[MpGH17.21]: Cell wall related protein"	"[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PTHR32227:SF320]: O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN;
[PF00332]: Glycosyl hydrolases family 17"
"Mp7g13150"	"MpGH17.22"	"Cell wall related protein"	"[MpGH17.22]: Cell wall related protein"	"[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PTHR32227:SF320]: O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN;
[PF00332]: Glycosyl hydrolases family 17"
"Mp7g13160"	"MpGH17.23"	"Cell wall related protein"	"[MpGH17.23]: Cell wall related protein"	"[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PTHR32227:SF320]: O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN;
[PTHR32227:SF335]: LOW QUALITY PROTEIN: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE-LIKE;
[PF00332]: Glycosyl hydrolases family 17"
"Mp7g13170"	"MpGH17.24"	"Cell wall related protein"	"[MpGH17.24]: Cell wall related protein"	"[PTHR32227:SF235]: OS07G0538000 PROTEIN;
[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PF00332]: Glycosyl hydrolases family 17"
